coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Aug 04 13:00:07 +0000 2021,bezpieczeństwo Defence24,,https://www.defence24.pl/ukraina-weteran-wojny-w-donbasie-chcial-wysadzic-budynek-rzadu,2,1422905185144381446,,,,pl,,false,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Budynek ewakuowano, a napastnika ujęto po negocjacjach. | #bezpieczeństwo #Defence24 
https://t.co/6aku1ggVrZ",https://twitter.com/Defence24pl/status/1422905185144381446,Mon May 28 12:33:26 +0000 2012,592685597,false,Największy polski serwis internetowy poświęcony sprawom bezpieczeństwa/Tweets on Polish Defence and Security Issues also in English,7967,73606,1233,626,"Warszawa, Polska",Defence24.pl,Defence24pl,104558,,http://defence24.pl,false
,Wed Aug 04 10:06:49 +0000 2021,,,,0,1422861575740928002,,,,pl,,,1422857535934115843,5,1422858875183771650,JadwigaSokolow1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Z Ukraina umowa na ich przyjęcie juz podpisana a w Dniepropietrowsku otwarte WIELKIE CENTRUM ŻYDOWSKIE. https://t.co/nl5MfRC6WY,https://twitter.com/henkur60/status/1422861575740928002,Mon Feb 02 10:29:02 +0000 2015,3012009946,false,,94222,2096,2099,42,"Polska, Pomorskie",Łoże madejowe,henkur60,221050,,,false
,Wed Aug 04 11:13:14 +0000 2021,ICT Armenia Białoruś Gruzja Mołdawia Rosja Ukraina,,https://www.gov.pl/web/poland-businessharbour,1,1422878290575040513,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","POLAND BUSINESS HARBOUR – program wsparcia rozwoju branży #ICT, realizowany przez @GovTechPL / @MSZ_RP / @MRPiT_GOV_PL / @parpgovpl / @PAIH_pl, zasilenie specjalistami i startupami z #Armenia / #Białoruś / #Gruzja / #Mołdawia / #Rosja / #Ukraina, więcej: https://t.co/L2Li81j8j6",https://twitter.com/ELKApw/status/1422878290575040513,Thu Sep 19 09:20:14 +0000 2013,1882526006,false,STOWARZYSZENIE ABSOLWENTÓW ELEKTRONIKI NA POLITECHNICE WARSZAWSKIEJ  (Association of Alumni of Electronics at the Warsaw University of Technology),1,102,0,2,"Warszawa, POLAND ",ELKApw,ELKApw,2084,,http://www.ELKApw.edu.pl/absolwenci,false
,Wed Aug 04 11:24:56 +0000 2021,,,https://www.ukrinform.pl/rubric-economy/3291850-ukraina-zajea-54-miejsce-w-swiatowym-indeksie-konkurencyjnosci.html,0,1422881231113494531,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ukraina zajęła 54 miejsce w Światowym Indeksie Konkurencyjności https://t.co/uReyP8HXB4,https://twitter.com/UkrinformP/status/1422881231113494531,Tue Feb 12 10:06:17 +0000 2019,1095262809573785600,false,,12,514,0,4,,Ukrinform-POL,UkrinformP,7651,,,true
,Wed Aug 04 10:55:18 +0000 2021,,,,0,1422873776946089985,,,,pl,,,1422857535934115843,5,1422858875183771650,JadwigaSokolow1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Z Ukraina umowa na ich przyjęcie juz podpisana a w Dniepropietrowsku otwarte WIELKIE CENTRUM ŻYDOWSKIE. https://t.co/nl5MfRC6WY,https://twitter.com/Lesio48417834/status/1422873776946089985,Wed May 29 17:19:15 +0000 2019,1133784883543891968,true,,395085,1494,1845,3,,Lesio,Lesio48417834,187943,,,false
,Wed Aug 04 12:52:39 +0000 2021,,,,1,1422903307484475395,ARomasze,1422863599094091776,471415514,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@ARomasze @ilonadarmach co to za gówniane państwo ta Ukraina...,https://twitter.com/oliwer_c/status/1422903307484475395,Thu Jan 18 10:05:18 +0000 2018,953931294387441664,false,"Hipertekstualista, fotograf, mistyk, badacz przestrzeni mentalnych, medialnych i okolic. Husarz cyberprzestrzeni. Łowca Androidów.",8668,56,110,6,"Dolnośląskie, Polska",Zov 🇵🇱,oliwer_c,9271,,http://zov.gmachy.net,false
,Wed Aug 04 10:05:02 +0000 2021,,,https://wiadomosci.onet.pl/swiat/ukraina-mezczyzna-grozil-detonacja-granatu-w-siedzibie-rzadu-w-kijowie/6ekcfxc,1,1422861123800473601,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Mężczyzna groził detonacją granatu w siedzibie rządu w Kijowie https://t.co/R0OrwfEs8m,https://twitter.com/bweglarczyk/status/1422861123800473601,Sun Apr 18 09:01:03 +0000 2010,134398560,false,"Redaktor naczelny https://t.co/2G8lq046kP. 

'Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.' - Beckett",46852,444961,3292,681,"Warsaw, Poland",Węglarczyk 🇵🇱🇪🇺🇺🇸💙💛,bweglarczyk,161059,,https://wiadomosci.onet.pl/autorzy/bartosz-weglarczyk,true
,Wed Aug 04 08:55:16 +0000 2021,wieszwięcej,,https://www.tvp.info/55203524/ukraina-mezczyzna-grozi-detonacja-granatu-w-siedzibie-rzadu,4,1422843566888472576,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mężczyzna groził detonacją granatu w siedzibie ukraińskiego rządu w Kijowie 
#wieszwięcej
https://t.co/mQIG6ZUzQ2",https://twitter.com/tvp_info/status/1422843566888472576,Mon Jun 15 09:00:38 +0000 2009,47295451,false,https://t.co/XzEjWNxvDI #wieszwiecej - najświeższe informacje z kraju i ze świata. Telefon interwencyjny: 601600100,1333,833624,2003,1270,Warszawa,tvp.info 🇵🇱,tvp_info,329904,,,true
,Wed Aug 04 10:09:25 +0000 2021,,https://twitter.com/semperkresy/status/1422857874699702272/photo/1 https://twitter.com/m_pasierb/status/1422862230685618177/photo/1,https://kresy24.pl/kijow-policja-zatrzymala-mezczyzne-z-granatem-ktory-wtargnal-do-pomieszczen-kancelarii-rady-ministrow/ https://twitter.com/m_pasierb/status/1422832573684846592,0,1422862230685618177,,,,pl,,false,1422832573684846592,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kijów, Ukraina 🇺🇦
'policja zatrzymała mężczyznę z granatem, który wtargnął do pomieszczeń Kancelarii Rady Ministrów' - https://t.co/WFZRLglby0 https://t.co/qDVfJxpGa8 https://t.co/qsSnKyVYBh https://t.co/rTx5X6AUIz",https://twitter.com/m_pasierb/status/1422862230685618177,Sun Aug 23 16:04:01 +0000 2015,3436831809,false,,160272,1352,1465,3,🇵🇱,Witold Pasierb 🇵🇱 💯,m_pasierb,36574,,,false
,Wed Aug 04 13:14:41 +0000 2021,,,,0,1422908850982768641,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@babizna A wiesz co jest najlepsze?
Że np.: takie korpolibki sami nie widzą, że są dyskryminowani na rynku pracy, bo gdy zatrudniają jakiwgoś Ukraińa to często domaga się... mieszkania.

A taki korpolibek musi szukać sam. 🙃",https://twitter.com/wiktor_jakis_ta/status/1422908850982768641,Thu Mar 19 10:29:15 +0000 2015,3096458021,false,"Wędrowcze. Kiedy tu wchodzisz i czujesz się obrażony to wiedz jedno - polska szkoła nie nauczyła Cię, żeby nie wierzyć co ludzie piszą w internetach. Ktoś.",137364,433,756,3,,Awigdor 🇭🇷🇦🇷,wiktor_jakis_ta,53096,,,false
,Wed Aug 04 12:48:29 +0000 2021,,https://twitter.com/sbalcerac/status/1422902259902558214/photo/1,"https://www.strazgraniczna.pl/pl/aktualnosci/9342,Udawali-surwiwalowcow.html",291,1422902259902558214,,,,pl,,false,,86,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/sbalcerac/status/1422902259902558214,Mon Aug 05 07:05:47 +0000 2013,1647168727,false,"Years ago ""Washington Post"" & ""New York Times"" financed my MBA.
Time to give back and write.
Exclusive: The real Panama Papers scandal is called ITI TVN FOZZ.",57307,12332,53,61,Deutschland,Stanislas Balcerac,sbalcerac,42952,,,false
,Wed Aug 04 10:40:25 +0000 2021,,,https://kresy.pl/?p=756523,1,1422870032133021696,,,,pl,,false,,1,,,"<a href=""https://kresy.pl"" rel=""nofollow"">KresyPL</a>",Do gmachu ukraińskiej Rady Ministrów wtargnął mężczyzna z granatem. Groził jego detonacją. https://t.co/kUkT4e46FO,https://twitter.com/KRESYPL/status/1422870032133021696,Thu Oct 29 08:38:03 +0000 2009,86022744,false,Portal informacyjno-społecznościowy.,2727,10546,464,101,Warszawa/Kraków,KRESY.PL,KRESYPL,95459,,http://www.kresy.pl,false
,Wed Aug 04 10:10:54 +0000 2021,,https://twitter.com/semperkresy/status/1422857874699702272/photo/1,https://kresy24.pl/kijow-policja-zatrzymala-mezczyzne-z-granatem-ktory-wtargnal-do-pomieszczen-kancelarii-rady-ministrow/,1,1422862600065458184,MatkaPredstave,1422829802319454210,1113144025832394800,pl,,false,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MatkaPredstave Kijów, Ukraina 🇺🇦
'policja zatrzymała mężczyznę z granatem, który wtargnął do pomieszczeń Kancelarii Rady Ministrów' - https://t.co/WFZRLglby0 https://t.co/qDVfJxpGa8",https://twitter.com/m_pasierb/status/1422862600065458184,Sun Aug 23 16:04:01 +0000 2015,3436831809,false,,160272,1352,1465,3,🇵🇱,Witold Pasierb 🇵🇱 💯,m_pasierb,36574,,,false
,Wed Aug 04 09:17:03 +0000 2021,,,,3,1422849050123063298,WolnoscO,1422632748590813192,1128581953081495600,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@WolnoscO @PolskaPolicja Dodatkowe ułatwienie: aktualnie jedyne rowerowe przejście z Ukrainą jest w Medyce.,https://twitter.com/pawelw86/status/1422849050123063298,Wed Jan 09 12:20:40 +0000 2019,1082975439902121984,false,"prawnik, turysta górski i rowerowy, opinie prywatne",35506,379,100,3,,Paweł Wawrzynowski,pawelw86,28232,,,false
,Wed Aug 04 09:06:00 +0000 2021,,,,0,1422846271535079426,,,,pl,,,,21,1422473696749498380,KKazmierczakK,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Litwa przegrywa z kilkoma tysiącami migrantów podwiezionymi pod granicę przez białoruskie biura turystyczne.Jak długo państwo to oparłoby się zbrojnej operacji?Jaki sens ma opieranie polityki zagranicznej i bezpieczeństwa 🇵🇱 na""strategicznym partnerstwie"" właśnie z nią i Ukrainą.",https://twitter.com/Dominik368/status/1422846271535079426,Wed Mar 04 23:39:28 +0000 2020,1235349106610130946,true,"""Naród, który nie szanuje swej przeszłości nie zasługuje na szacunek teraźniejszości i nie ma prawa do przyszłości""
 Józef Piłsudski",11287,72,713,16,,Dominik,Dominik368,18487,,,false
,Wed Aug 04 12:01:33 +0000 2021,,,https://twitter.com/censor_net/status/1422889900119109636,6,1422890446355935248,,,,pl,,false,1422889900119109636,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A tak reprezentant Ukrainy cieszył się ze złota. W sumie Ukraina ma jak dotąd 10 medali - 1 złoty, 2 srebrne i 7 brązowych. https://t.co/5b1zhiVptR",https://twitter.com/M_Piechowska/status/1422890446355935248,Sun Apr 19 13:53:44 +0000 2009,33203304,false,Analyst at @PISM_Poland. #Ukraine #migration #anthropology,15428,3297,1175,40,Warsaw,Maria Piechowska,M_Piechowska,5200,,https://www.pism.pl/analitycy/Maria_Piechowska,false
,Wed Aug 04 12:10:38 +0000 2021,,,,0,1422892734688464898,,,,pl,,,1422801020636340228,15,1422803832640360448,EmiliaKaminska,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Konto założone w kwietniu 2020 roku. Oczywiście musi być PL z przodu i z tyłu. Gdyby ktoś popatrzył na to z boku, to ""autor"" tweetów jest tu w jednym celu. Ma przekonać Polaków, że szczepionki, Ukraina, Izrael i USA to samo zło. No i że Rosja jest ok.

Nie pogawarim, Salamander. https://t.co/6qJdgLNLsU",https://twitter.com/Mikolaj_MikOS/status/1422892734688464898,Wed Dec 23 11:16:14 +0000 2015,4577914222,false,"Międzymorze | ""Jak wygracie wybory to przegłosujecie sobie co będziecie chcieli"" | ""Łubianka przyjdzie w szacie patrioty""",110203,1979,1768,8,"Poznan, Poland",MikOS,Mikolaj_MikOS,89080,,,false
,Wed Aug 04 12:18:41 +0000 2021,,https://twitter.com/XB11139637/status/1422894758935113731/photo/1,,0,1422894758935113731,cardiozibi,1422686722354188291,614987732,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@cardiozibi @LemingowOwca @lis_tomasz @WojSadurski Buhaha Rozumiem że Ukraina „tez trochę pokrzyczała” i miała gównianą dyplomację bo Niemcy dogadały się z Putinem a USA odpuściła bo szuka sprzymierzeńców w walce z chinami!
Ale to PiS jest prorosyjski a Tusk nawet raz nie zaprotestował w sprawie NS2
Weź ty człowieku otrzeźwiej👇 https://t.co/lVXpxN1TSr",https://twitter.com/XB11139637/status/1422894758935113731,Thu Feb 11 22:42:37 +0000 2021,1359996244467269632,false,"Lubię gdzieś pojechać, jednak najbardziej lubię wracać do swojego „leśnego domku”
Mam alergie na lewaków szczególnie tych silnychgazem.",54677,343,945,10,,XB,XB11139637,14706,,,false
,Wed Aug 04 08:25:33 +0000 2021,,,"https://wiadomosci.dziennik.pl/swiat/artykuly/8220771,kijow-ukraina-siedziba-rzadu-granat-detonacja-grozby.html?utm_source=dlvr.it&utm_medium=twitter",0,1422836088683393027,,,,pl,,false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Ukraina: Mężczyzna grozi detonacją granatu w siedzibie rządu (krótka) https://t.co/gqi7IFswRj,https://twitter.com/DziennikPL/status/1422836088683393027,Wed Jan 13 15:49:56 +0000 2010,104521525,false,"Najnowsze wiadomości, informacje, wydarzenia, komentarze, opinie, rozrywka, sport.",749,65168,1180,374,Polska,Dziennik.pl,DziennikPL,189627,,http://www.dziennik.pl,true
,Wed Aug 04 08:06:49 +0000 2021,Gazprom,,,0,1422831376542441473,,,,pl,,,,54,1422456449746284552,SzczesniakA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Gazprom nie wykupił rocznych mocy tranzytowych do Niemiec na następny rok gazowy (od X 2021)
Nie wykupił także mocy kwartalnych na ten rok.
Jamał pusty coraz bardziej. Polska, jak Ukraina, zbliża się do upragnionego celu - ani grama gazu z Rosji. Tylko rosyjski gaz z Niemiec.",https://twitter.com/BellanaTorres/status/1422831376542441473,Thu Jul 27 13:13:06 +0000 2017,890560680922931200,false,🇵🇱✝️🇵🇱,27773,269,677,4,,Bellana_Torres,BellanaTorres,13781,,,false
,Wed Aug 04 12:16:05 +0000 2021,,,,0,1422894105898717190,,,,pl,,,,4,1422853600468996099,AndrzejLasu,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@Arystokrata1 @EdiAlekto Rozwalenie gospodarki i upadłości polskich przedsiębiorców teraz osiągnie ten prawdziwy cel. Spłyną  ,,imigranci"" z nowymi polskimi paszportami,przejmą za grosz biznesy,zatrudnią uprzywilejowanych (Ukraina?).Ruszą pięknie,bo MM chce im obniżyć podatki o połowę.
Antypolska granda?",https://twitter.com/Kicius_The_Cat/status/1422894105898717190,Sun Aug 16 05:43:54 +0000 2015,3316498746,false,"Veritas odium parit. ...""Pan Narodu, margrabio, nie zmienisz, tu rozsądku rzadko się używa""... If like - please re-tweet... Jak lubisz - re-tweet.. (993/W)",37019,492,0,7,,Kicius 🇵🇱,Kicius_The_Cat,241614,,,false
,Wed Aug 04 08:20:34 +0000 2021,,https://twitter.com/OnetWiadomosci/status/1422834833730916352/photo/1,http://dlvr.it/S50lrz,1,1422834833730916352,,,,pl,,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Mężczyzna grozi detonacją granatu w siedzibie rządu w Kijowie https://t.co/86ckmr5px1 https://t.co/EcX0T2VQzq,https://twitter.com/OnetWiadomosci/status/1422834833730916352,Wed May 16 12:31:18 +0000 2012,581793998,false,Onet Wiadomości to najpopularniejszy polski multimedialny serwis informacyjny.,3429,248236,815,550,Polska,Onet Wiadomości,OnetWiadomosci,224589,,http://wiadomosci.onet.pl,false
,Wed Aug 04 09:16:18 +0000 2021,,,"https://wydarzenia.interia.pl/swiat/news-ukraina-mezczyzna-z-granatem-grozil-wysadzeniem-budynku,nId,5399948",0,1422848860544720900,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mężczyzna, który groził wysadzeniem siedziby rządu w Kijowie to były saper z ochotniczego batalionu Ajdar i weteran walk w Donbasie. 

https://t.co/g7Hnfmsr6B",https://twitter.com/Int_Wydarzenia/status/1422848860544720900,Tue May 12 11:37:57 +0000 2009,39480709,false,"Najnowsze i najważniejsze wiadomości ze świata polityki, gospodarki, kultury i sportu",436,62545,405,297,"Kraków, Poland",Interia,Int_Wydarzenia,129042,,http://wydarzenia.interia.pl,false
,Wed Aug 04 08:40:33 +0000 2021,,,https://www.polsatnews.pl/wiadomosc/2021-08-04/ukraina-mezczyzna-grozi-detonacja-w-siedzibie-rzadu/?ref=aside_najnowsze,5,1422839866774130689,,,,pl,,false,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Policja prowadzi negocjacje z mężczyzną, który grozi detonacją granatu w siedzibie ukraińskiego rządu

https://t.co/3lYFGMJwpi",https://twitter.com/PolsatNewsPL/status/1422839866774130689,Tue Mar 11 14:19:56 +0000 2014,2383788666,false,,283,254705,939,587,,PolsatNews.pl,PolsatNewsPL,120807,,,false
,Wed Aug 04 13:08:40 +0000 2021,,,,0,1422907337845747716,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/ViolaNewYork/status/1422907337845747716,Sat Dec 25 02:33:52 +0000 2010,230331160,false,,34431,2031,951,11, Torun/ New York,V.Rodriguez,ViolaNewYork,387264,,,false
,Wed Aug 04 13:04:47 +0000 2021,,,,0,1422906359763308544,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/PanKajetan/status/1422906359763308544,Thu Sep 26 19:36:08 +0000 2019,1177305764173688834,false,"""Życie jest tylko przechodnim półcieniem,
Nędznym aktorem, który swą rolę
Przez parę godzin wygrawszy na scenie
W nicość przepada - powieścią idioty,
Głośną,",9119,1190,1054,0,"wrzaskliwą,a nic nie znaczącą""",Pan Kajetan,PanKajetan,17239,,,false
,Wed Aug 04 13:13:34 +0000 2021,,,,0,1422908571440791562,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/NiezOmna/status/1422908571440791562,Mon Aug 20 15:37:25 +0000 2018,1031565876858957827,false,,233674,4788,4347,28,,Złomna,NiezOmna,70780,,,false
,Wed Aug 04 11:04:45 +0000 2021,Gazprom,,,0,1422876153023508485,,,,pl,,,,54,1422456449746284552,SzczesniakA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Gazprom nie wykupił rocznych mocy tranzytowych do Niemiec na następny rok gazowy (od X 2021)
Nie wykupił także mocy kwartalnych na ten rok.
Jamał pusty coraz bardziej. Polska, jak Ukraina, zbliża się do upragnionego celu - ani grama gazu z Rosji. Tylko rosyjski gaz z Niemiec.",https://twitter.com/Anakreontyk/status/1422876153023508485,Sun Mar 20 20:03:27 +0000 2011,269444876,false,Homo sum. RT nie oznacza akceptacji. No patience for fools. No DM!,147814,4454,1378,88,,Gregorius Nebeldaw,Anakreontyk,738140,,,false
,Wed Aug 04 11:36:07 +0000 2021,,,https://www.polsatnews.pl/wiadomosc/2021-08-04/ukraina-mezczyzna-grozi-detonacja-w-siedzibie-rzadu/?ref=aside_najnowsze,0,1422884047190114306,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Weteran wojny w Donbasie wtargnął w środę do siedziby ukraińskiego rządu w Kijowie i groził detonacją granatu. Budynek ewakuowano, a napastnika ujęto po negocjacjach. Motywy mężczyzny nie są znane. Nie ma informacji o poszkodowanych.
https://t.co/RJa0tHt4KA",https://twitter.com/PolskieSluzby/status/1422884047190114306,Tue May 16 18:52:13 +0000 2017,864554093825675265,false,,57277,12765,12749,28,,Polskie_Sluzby,PolskieSluzby,198466,,,false
,Wed Aug 04 07:31:56 +0000 2021,OrlenAsfalt,,,0,1422822598061314049,,,,pl,,,,4,1422490047203450880,InstytutG,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Polski asfalt podbija świat! 🌍 W ciągu roku #OrlenAsfalt zwiększył sprzedaż o blisko 25% i trafił do ponad 50 krajów. Głównym kierunkiem eksportowym jest Ukraina 🇺🇦 gdzie spółka sprzedaje rekordowe ilości asfaltów.

💻https://t.co/zxCMKmXSWK https://t.co/gGVRuej7qy",https://twitter.com/xzuranna/status/1422822598061314049,Sun Oct 27 19:01:59 +0000 2013,2159438364,false,,237,20,98,0,"Gdynia, Polska",Zuzanna Rø,xzuranna,679,,,false
,Wed Aug 04 13:13:55 +0000 2021,,,,1,1422908659286396931,MeklerRafal,1422289587867725830,1199362679909032000,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MeklerRafal Kazachstan Ukraina Białoruś,https://twitter.com/glinkus9/status/1422908659286396931,Wed Aug 17 14:41:44 +0000 2016,765921558816813056,false,,43433,66,191,2,Polska,Glinczak,glinkus9,4740,,,false
,Wed Aug 04 12:59:30 +0000 2021,,,,0,1422905031699976194,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/uszinek/status/1422905031699976194,Tue Aug 15 05:42:52 +0000 2017,897332743314472961,false,👀,61650,3921,779,18,,Uszi,uszinek,75737,,,false
,Wed Aug 04 10:08:11 +0000 2021,,,,0,1422861918155513859,,,,pl,,,1422857535934115843,5,1422858875183771650,JadwigaSokolow1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Z Ukraina umowa na ich przyjęcie juz podpisana a w Dniepropietrowsku otwarte WIELKIE CENTRUM ŻYDOWSKIE. https://t.co/nl5MfRC6WY,https://twitter.com/alicjasuwalska1/status/1422861918155513859,Fri Mar 10 06:39:41 +0000 2017,840089761075290112,true,Tylko prawa strona. Cenię Pana Grzegorza Brauna i moim ulubieńcem jest Pan Michalkiewicz. Nie znoszę nowomowy i lewactwa.,37823,375,648,6,,Ela,alicjasuwalska1,32679,,,false
,Wed Aug 04 13:22:31 +0000 2021,,,,0,1422910825237401608,,,,pl,,,,86,1422902259902558214,sbalcerac,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A mnie ciekawi @Straz_Graniczna jak można nielegalnie przekroczyć zieloną granicę pomiędzy Ukrainą i Polską w nienagannie czystych New Balance? https://t.co/94pCePoMM2 https://t.co/5gIzUUnpng,https://twitter.com/Agnieszka6905/status/1422910825237401608,Sat Dec 17 09:39:55 +0000 2016,810056925102665728,false,Kocham Polskę🇵🇱,47268,707,701,0,,Agnieszka,Agnieszka6905,36130,,,false
,Wed Aug 04 09:10:22 +0000 2021,,,"https://wiadomosci.dziennik.pl/swiat/artykuly/8220771,kijow-ukraina-siedziba-rzadu-granat-detonacja-grozby.html?utm_source=dlvr.it&utm_medium=twitter",0,1422847367963947016,,,,pl,,false,,1,1422836088683393027,DziennikPL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ukraina: Mężczyzna grozi detonacją granatu w siedzibie rządu (krótka) https://t.co/gqi7IFswRj,https://twitter.com/Joannagrka61/status/1422847367963947016,Fri Jul 31 19:07:02 +0000 2020,1289276336087891970,true,wesoła wdówka,17413,679,1286,0,,Joannagrka@6,Joannagrka61,147785,,,false
,Wed Aug 04 08:11:35 +0000 2021,,,https://twitter.com/MatkaPredstave/status/1422829802319454210,0,1422832573684846592,,,,pl,,false,1422829802319454210,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨 Ukraina 🇺🇦:
'Mężczyzna z granatem w ręku przedostał się do siedziby ukraińskiego rządu i grozi, że go zdetonuje. Doniosła o tym unijna agencja, powołując się na  sieci społecznościowe. (ČTK)' https://t.co/cTQmekWaB4",https://twitter.com/m_pasierb/status/1422832573684846592,Sun Aug 23 16:04:01 +0000 2015,3436831809,false,,160272,1352,1465,3,🇵🇱,Witold Pasierb 🇵🇱 💯,m_pasierb,36574,,,false
,Wed Aug 04 11:59:40 +0000 2021,,,,0,1422889974639300610,,,,pl,,,,3,1422889495154896907,Dekra1975,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ciekawostka.
Ukraina ma pierwszy złoty medal na IO.
W zapasach.Zdobył go Żan Bełeniuk.
Poseł z partii ""Sługa Narodu""Zelenskyego. https://t.co/JTfZO9RBTA",https://twitter.com/M_Piechowska/status/1422889974639300610,Sun Apr 19 13:53:44 +0000 2009,33203304,false,Analyst at @PISM_Poland. #Ukraine #migration #anthropology,15428,3297,1175,40,Warsaw,Maria Piechowska,M_Piechowska,5200,,https://www.pism.pl/analitycy/Maria_Piechowska,false
